case_name,docket_number,date_filed,court,payment_found,payment_amount,outcome,url,year
Alaska Railroad Corporation v. Flying Crown Subdivision Addition No. 1 & No. 2 (9th Cir. 2023),22-35573,2023-09-18,Court of Appeals for the Ninth Circuit,1,4500.0,1.0,https://www.courtlistener.com/opinion/9426825/alaska-railroad-corporation-v-flying-crown-subdivision-addition-no-1/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023
"Columbia Sportswear North America, Inc. v. Seirus Innovative Accessories, Inc. (Fed. Cir. 2023)",12-1162,2023-09-15,Court of Appeals for the Federal Circuit,1,3018174.0,0.0,https://www.courtlistener.com/opinion/9426495/columbia-sportswear-north-america-inc-v-seirus-innovative-accessories/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
Impossible Foods Inc. v. Impossible X LLC (9th Cir. 2023),21-16977,2023-09-12,Court of Appeals for the Ninth Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9425602/impossible-foods-inc-v-impossible-x-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Grubhub, Inc. v. Relish Labs LLC (7th Cir. 2023)",22-1950,2023-09-12,Court of Appeals for the Seventh Circuit,1,450000000.0,,https://www.courtlistener.com/opinion/9425579/grubhub-inc-v-relish-labs-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"TBL Licensing LLC, f/k/a the Timberland Co.Subsid v. Werfel (1st Cir. 2023)",22-1783,2023-09-08,Court of Appeals for the First Circuit,0,0.0,,https://www.courtlistener.com/opinion/9425293/tbl-licensing-llc-fka-the-timberland-cosubsid-v-werfel/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
Sopkin v. Lopatto (D.D.C. 2023),Civil Action No. 2022-3300,2023-09-08,"District Court, District of Columbia",1,62854.24,1.0,https://www.courtlistener.com/opinion/9425318/sopkin-v-lopatto/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
Pim Brands Inc v. Haribo of America Inc (3rd Cir. 2023),22-2821,2023-09-07,Court of Appeals for the Third Circuit,0,0.0,,https://www.courtlistener.com/opinion/9425084/pim-brands-inc-v-haribo-of-america-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Sisvel International S.A. v. Sierra Wireless, Inc. (Fed. Cir. 2023)",22-1387,2023-09-01,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9425848/sisvel-international-sa-v-sierra-wireless-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Sorrento Therapeutics, Inc. v. Anthony Mack (Del. Ch. 2023)",C.A. No. 2021-0210-PAF,2023-09-01,Court of Chancery of Delaware,1,150000000.0,,https://www.courtlistener.com/opinion/9424261/sorrento-therapeutics-inc-v-anthony-mack/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Sisvel International S.A. v. Sierra Wireless, Inc. (Fed. Cir. 2023)",22-1387,2023-09-01,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9424112/sisvel-international-sa-v-sierra-wireless-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Intermec IP Corp. v. Transcore, LP (Del. Super. Ct. 2023)",N20C-03-254 PRW CCLD,2023-08-31,Superior Court of Delaware,1,1638979.0,1.0,https://www.courtlistener.com/opinion/9424121/intermec-ip-corp-v-transcore-lp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
Marsh v. Atkins (Ariz. Ct. App. 2023),1 CA-CV 22-0555,2023-08-31,Court of Appeals of Arizona,0,0.0,1.0,https://www.courtlistener.com/opinion/9423847/marsh-v-atkins/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
James K McConnell v. Martha A Doan (Ind. Ct. App. 2023),23A-CT-00145,2023-08-29,Indiana Court of Appeals,0,0.0,,https://www.courtlistener.com/opinion/9439475/james-k-mcconnell-v-martha-a-doan/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"In Re CELLECT, LLC (Fed. Cir. 2023)",22-1293,2023-08-28,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9425855/in-re-cellect-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"In Re CELLECT, LLC (Fed. Cir. 2023)",22-1293,2023-08-28,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9422821/in-re-cellect-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
FTC v. Endo Pharmaceuticals Inc. (D.C. Cir. 2023),22-5137,2023-08-25,Court of Appeals for the D.C. Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9422592/ftc-v-endo-pharmaceuticals-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Volvo Penta of the Americas, LLC v. Brunswick Corporation (Fed. Cir. 2023)",22-1765,2023-08-24,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9425859/volvo-penta-of-the-americas-llc-v-brunswick-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Volvo Penta of the Americas, LLC v. Brunswick Corporation (Fed. Cir. 2023)",22-1765,2023-08-24,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9422291/volvo-penta-of-the-americas-llc-v-brunswick-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"ONCO Filtration, Inc. v. Pedestal SVN Investments, LLC (Tex. App.-Fort Worth 2023)",02-23-00028-CV,2023-08-17,"Texas Court of Appeals, 2nd District (Fort Worth)",0,0.0,,https://www.courtlistener.com/opinion/9421400/onco-filtration-inc-v-pedestal-svn-investments-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Smartflash, LLC v. U.S. Patent and Trademark Office (D.D.C. 2023)",Civil Action No. 2022-1123,2023-08-17,"District Court, District of Columbia",1,500.0,,https://www.courtlistener.com/opinion/9421032/smartflash-llc-v-us-patent-and-trademark-office/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Incept LLC v. Palette Life Sciences, Inc. (Fed. Cir. 2023)",21-2063,2023-08-16,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9425888/incept-llc-v-palette-life-sciences-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023
"Incept LLC v. Palette Life Sciences, Inc. (Fed. Cir. 2023)",21-2063,2023-08-16,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9420589/incept-llc-v-palette-life-sciences-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"Rembrandt Diagnostics, Lp v. Alere, Inc. (Fed. Cir. 2023)",21-1796,2023-08-11,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9425903/rembrandt-diagnostics-lp-v-alere-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"Rembrandt Diagnostics, Lp v. Alere, Inc. (Fed. Cir. 2023)",21-1796,2023-08-11,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9419718/rembrandt-diagnostics-lp-v-alere-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
Promise Easy Limited v. Chulso Moon (Del. Ch. 2023),C.A. No. 12438-CM,2023-08-10,Court of Chancery of Delaware,1,1986658.56,,https://www.courtlistener.com/opinion/9419579/promise-easy-limited-v-chulso-moon/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"FMC Technologies, Inc. v. Richard Murphy and Dril-Quip, Inc. (Tex. App.-Houston [1st Dist.] 2023)",01-21-00455-CV,2023-08-10,"Texas Court of Appeals, 1st District (Houston)",1,2000000.0,,https://www.courtlistener.com/opinion/9420054/fmc-technologies-inc-v-richard-murphy-and-dril-quip-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
Metabyte v. Technicolor S.A. (Cal. Ct. App. 2023),B319338,2023-08-09,California Court of Appeal,1,16000000.0,,https://www.courtlistener.com/opinion/9419263/metabyte-v-technicolor-sa/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"Axonics, Inc. v. Medtronic, Inc. (Fed. Cir. 2023)",22-1532,2023-08-07,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9418395/axonics-inc-v-medtronic-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
Johnson v. United States (Fed. Cir. 2023),22-1399,2023-08-03,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9417915/johnson-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
Zachary Silbersher v. Valeant Pharmaceuticals Int'l (9th Cir. 2023),20-16176,2023-08-03,Court of Appeals for the Ninth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9417969/zachary-silbersher-v-valeant-pharmaceuticals-intl/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
Mylan Inc v. Commissioner of Internal Reven (3rd Cir. 2023),22-1193,2023-07-27,Court of Appeals for the Third Circuit,1,46158403.0,0.0,https://www.courtlistener.com/opinion/9416203/mylan-inc-v-commissioner-of-internal-reven/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"United Therapeutics Corporation v. Liquidia Technologies, Inc. (Fed. Cir. 2023)",22-2217,2023-07-24,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9415296/united-therapeutics-corporation-v-liquidia-technologies-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"United Therapeutics Corporation v. Liquidia Technologies, Inc. (Fed. Cir. 2023)",22-2217,2023-07-24,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9415513/united-therapeutics-corporation-v-liquidia-technologies-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"Chilutti, S. v. Uber Technologies, Inc. (Pa. Super. Ct. 2023)",1023 EDA 2021,2023-07-19,Superior Court of Pennsylvania,0,0.0,1.0,https://www.courtlistener.com/opinion/10317162/chilutti-s-v-uber-technologies-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
Marlene Esther Blink v. Russell Peter Blink (Tex. App.-Dallas 2023),05-22-00513-CV,2023-07-18,"Texas Court of Appeals, 5th District (Dallas)",1,40000.0,0.0,https://www.courtlistener.com/opinion/9417554/marlene-esther-blink-v-russell-peter-blink/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
United States v. Yi-Chi Shih (9th Cir. 2023),20-50144,2023-07-18,Court of Appeals for the Ninth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9414070/united-states-v-yi-chi-shih/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"Trinity Info Media, LLC v. Covalent, Inc. (Fed. Cir. 2023)",22-1308,2023-07-14,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9414574/trinity-info-media-llc-v-covalent-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"Trinity Info Media, LLC v. Covalent, Inc. (Fed. Cir. 2023)",22-1308,2023-07-14,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9413492/trinity-info-media-llc-v-covalent-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
Snipr Technologies Limited v. Rockefeller University (Fed. Cir. 2023),22-1260,2023-07-14,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9414576/snipr-technologies-limited-v-rockefeller-university/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
Snipr Technologies Limited v. Rockefeller University (Fed. Cir. 2023),22-1260,2023-07-14,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9413493/snipr-technologies-limited-v-rockefeller-university/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"Smash Franchise Partners, LLC v. Kanda Holdings, Inc. (Del. Ch. 2023)",C.A. No. 2020-0302-JTL,2023-07-14,Court of Chancery of Delaware,1,3427091.0,,https://www.courtlistener.com/opinion/9413468/smash-franchise-partners-llc-v-kanda-holdings-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023
"US Inventor, Inc. v. United States Patent and Trademark Office (D.D.C. 2023)",Civil Action No. 2022-2218,2023-07-12,"District Court, District of Columbia",0,0.0,1.0,https://www.courtlistener.com/opinion/9412850/us-inventor-inc-v-united-states-patent-and-trademark-office/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"In Re FLOAT""N""GRILL LLC (Fed. Cir. 2023)",22-1438,2023-07-12,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9412817/in-re-floatngrill-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"In Re FLOAT""N""GRILL LLC (Fed. Cir. 2023)",22-1438,2023-07-12,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9414588/in-re-floatngrill-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Axonics, Inc. v. Medtronic, Inc. (Fed. Cir. 2023)",22-1451,2023-07-10,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9412330/axonics-inc-v-medtronic-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Axonics, Inc. v. Medtronic, Inc. (Fed. Cir. 2023)",22-1451,2023-07-10,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9414596/axonics-inc-v-medtronic-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Inguran, LLC v. Abs Global, Inc. (Fed. Cir. 2023)",22-1385,2023-07-05,Court of Appeals for the Federal Circuit,1,750000.0,1.0,https://www.courtlistener.com/opinion/9411735/inguran-llc-v-abs-global-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Inguran, LLC v. Abs Global, Inc. (Fed. Cir. 2023)",22-1385,2023-07-05,Court of Appeals for the Federal Circuit,1,750000.0,1.0,https://www.courtlistener.com/opinion/9411492/inguran-llc-v-abs-global-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
Lkq Corporation v. Gm Global Technology Operations LLC (Fed. Cir. 2023),21-2348,2023-06-30,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9411740/lkq-corporation-v-gm-global-technology-operations-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
Lkq Corporation v. Gm Global Technology Operations LLC (Fed. Cir. 2023),21-2348,2023-06-30,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9410790/lkq-corporation-v-gm-global-technology-operations-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Todd Mortier v. LivaNova USA, Inc. (8th Cir. 2023)",22-2125,2023-06-29,Court of Appeals for the Eighth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9410331/todd-mortier-v-livanova-usa-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Abitron Austria GmbH v. Hetronic Int'l, Inc. (2023)",21-1043,2023-06-29,Supreme Court of the United States,1,96000000.0,,https://www.courtlistener.com/opinion/10049659/abitron-austria-gmbh-v-hetronic-intl-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Abitron Austria GmbH v. Hetronic Int'l, Inc. (2023)",21-1043,2023-06-29,Supreme Court of the United States,1,96000000.0,1.0,https://www.courtlistener.com/opinion/9410340/abitron-austria-gmbh-v-hetronic-intl-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"CEATS, Inc. v. TicketNetwork, Inc. (5th Cir. 2023)",22-40028,2023-06-19,Court of Appeals for the Fifth Circuit,1,99.0,1.0,https://www.courtlistener.com/opinion/9407480/ceats-inc-v-ticketnetwork-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Parus Holdings, Inc. v. Google LLC (Fed. Cir. 2023)",22-1269,2023-06-12,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9405771/parus-holdings-inc-v-google-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Parus Holdings, Inc. v. Google LLC (Fed. Cir. 2023)",22-1269,2023-06-12,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9408062/parus-holdings-inc-v-google-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Blue Gentian, LLC v. Tristar Products, Inc. (Fed. Cir. 2023)",21-2316,2023-06-09,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9405287/blue-gentian-llc-v-tristar-products-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Blue Gentian, LLC v. Tristar Products, Inc. (Fed. Cir. 2023)",21-2316,2023-06-09,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9408076/blue-gentian-llc-v-tristar-products-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
Yita LLC v. MacNeil Ip LLC (Fed. Cir. 2023),22-1373,2023-06-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9404272/yita-llc-v-macneil-ip-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
Yita LLC v. MacNeil Ip LLC (Fed. Cir. 2023),22-1373,2023-06-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9408095/yita-llc-v-macneil-ip-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L. (Fed. Cir. 2023)",21-2357,2023-06-05,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9404033/medtronic-inc-v-teleflex-innovations-sarl/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L. (Fed. Cir. 2023)",21-2359,2023-06-05,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9404031/medtronic-inc-v-teleflex-innovations-sarl/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L. (Fed. Cir. 2023)",21-2359,2023-06-05,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9408103/medtronic-inc-v-teleflex-innovations-sarl/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L. (Fed. Cir. 2023)",21-2357,2023-06-05,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9408104/medtronic-inc-v-teleflex-innovations-sarl/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"Todd Mortier v. LivaNova USA, Inc. (8th Cir. 2023)",22-2125,2023-06-02,Court of Appeals for the Eighth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9403762/todd-mortier-v-livanova-usa-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L. (Fed. Cir. 2023)",21-2356,2023-05-24,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9408119/medtronic-inc-v-teleflex-innovations-sarl/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L. (Fed. Cir. 2023)",21-2356,2023-05-24,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9401535/medtronic-inc-v-teleflex-innovations-sarl/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"Onesubsea Ip Uk Limited v. Fmc Technologies, Inc. (Fed. Cir. 2023)",22-1099,2023-05-23,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9408122/onesubsea-ip-uk-limited-v-fmc-technologies-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"Creative Compounds, LLC v. Thermolife International, LLC (Mo. Ct. App. 2023)",ED111095,2023-05-23,Missouri Court of Appeals,0,0.0,0.0,https://www.courtlistener.com/opinion/10630385/creative-compounds-llc-v-thermolife-international-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"Onesubsea Ip Uk Limited v. Fmc Technologies, Inc. (Fed. Cir. 2023)",22-1099,2023-05-23,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9401179/onesubsea-ip-uk-limited-v-fmc-technologies-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
Amgen Inc. v. Sanofi (2023),21-757,2023-05-18,Supreme Court of the United States,0,0.0,1.0,https://www.courtlistener.com/opinion/9400077/amgen-inc-v-sanofi/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
Utah Stream v. VR Acquisitions (Utah 2023),Case No. 20210748,2023-05-18,Utah Supreme Court,0,0.0,1.0,https://www.courtlistener.com/opinion/9400176/utah-stream-v-vr-acquisitions/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
Amgen Inc. v. Sanofi (2023),21-757,2023-05-18,Supreme Court of the United States,0,0.0,,https://www.courtlistener.com/opinion/10049692/amgen-inc-v-sanofi/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
Crescent Trust v. City of Oakland (Cal. Ct. App. 2023),A162465M,2023-05-18,California Court of Appeal,0,0.0,0.0,https://www.courtlistener.com/opinion/9400490/crescent-trust-v-city-of-oakland/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"GE Oil & Gas Pressure Control, L.P. v. Carrizo Oil & Gas, Inc. (Tex. App.-Houston [1st Dist.] 2023)",01-21-00285-CV,2023-05-18,"Texas Court of Appeals, 1st District (Houston)",1,2500000.0,0.0,https://www.courtlistener.com/opinion/9400859/ge-oil-gas-pressure-control-lp-v-carrizo-oil-gas-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
STATE v. BRESTER (Okla. Crim. App. 2023),2023 OK CR 10 531 P.3d 125,2023-05-11,Court of Criminal Appeals of Oklahoma,0,0.0,,https://www.courtlistener.com/opinion/9447453/state-v-brester/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
STATE v. BRESTER (Okla. Crim. App. 2023),,2023-05-11,Court of Criminal Appeals of Oklahoma,0,0.0,,https://www.courtlistener.com/opinion/9410865/state-v-brester/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
STATE v. BRESTER (Okla. Crim. App. 2023),,2023-05-11,Court of Criminal Appeals of Oklahoma,0,0.0,,https://www.courtlistener.com/opinion/9427687/state-v-brester/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
"In Re Traxcell Technologies, LLC v. the State of Texas (Tex. App.-Waco 2023)",10-23-00100-CV,2023-05-10,"Texas Court of Appeals, 10th District (Waco)",1,489710.0,,https://www.courtlistener.com/opinion/9398609/in-re-traxcell-technologies-llc-v-the-state-of-texas/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
Sanofi-Aventis Deutschland Gmbh v. Mylan Pharmaceuticals Inc. (Fed. Cir. 2023),21-1981,2023-05-09,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9397606/sanofi-aventis-deutschland-gmbh-v-mylan-pharmaceuticals-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
Nationstar Mortgage v. Kaushal (N.M. Ct. App. 2023),A-1-CA-39012,2023-05-08,New Mexico Court of Appeals,0,0.0,,https://www.courtlistener.com/opinion/10702711/nationstar-mortgage-v-kaushal/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023
United Cannabis Corporation v. Pure Hemp Collective Inc. (Fed. Cir. 2023),22-1363,2023-05-08,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9397361/united-cannabis-corporation-v-pure-hemp-collective-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=31,2023
In Re: Niaspan Antitrust Litigation v. (3rd Cir. 2023),21-2895,2023-05-04,Court of Appeals for the Third Circuit,1,320000000.0,0.0,https://www.courtlistener.com/opinion/9396950/in-re-niaspan-antitrust-litigation-v/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=31,2023
Spectre Corporation v. United States (Fed. Cl. 2023),16-932,2023-05-01,United States Court of Federal Claims,1,50000.0,,https://www.courtlistener.com/opinion/9395735/spectre-corporation-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=31,2023
"Federal Trade Commission v. Match Group, Inc. (D.D.C. 2023)",Misc. No. 2022-0054,2023-05-01,"District Court, District of Columbia",0,0.0,1.0,https://www.courtlistener.com/opinion/9395880/federal-trade-commission-v-match-group-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=31,2023
King v. United States (Fed. Cl. 2023),18-1115,2023-04-28,United States Court of Federal Claims,0,0.0,1.0,https://www.courtlistener.com/opinion/9395293/king-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=31,2023
DRIT LP v. Glaxo Group Limited (Del. Super. Ct. 2023),N16C-07-218 WCC CCLD,2023-04-27,Superior Court of Delaware,1,160.0,,https://www.courtlistener.com/opinion/9394992/drit-lp-v-glaxo-group-limited/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=31,2023
